transaction_id,customer_id,product_id,transaction_date,amount,currency,status
TXN-10367,CUST-0032,PROD-02,2025-12-26,299.0,USD,Settled
TXN-10368,CUST-0032,PROD-02,2026-01-25,299.0,USD,Refunded
TXN-10369,CUST-0032,PROD-02,2026-02-24,299.0,USD,Settled
TXN-10370,CUST-0032,PROD-02,2026-03-26,299.0,USD,Settled
TXN-10371,CUST-0032,PROD-02,2026-04-25,299.0,USD,Settled
TXN-10372,CUST-0032,PROD-02,2026-05-25,299.0,USD,Refunded
TXN-10373,CUST-0032,PROD-02,2026-06-24,299.0,USD,Settled
TXN-10374,CUST-0032,PROD-02,2026-07-24,299.0,USD,Settled
TXN-10375,CUST-0033,PROD-01,2024-11-04,99.0,USD,Settled
TXN-10376,CUST-0033,PROD-01,2024-12-04,99.0,USD,Settled
TXN-10377,CUST-0033,PROD-01,2025-01-03,99.0,USD,Settled
TXN-10378,CUST-0033,PROD-01,2025-02-02,99.0,USD,Settled
TXN-10379,CUST-0033,PROD-01,2025-03-04,99.0,USD,Settled
TXN-10380,CUST-0033,PROD-01,2025-04-03,89.1,USD,Settled
TXN-10381,CUST-0033,PROD-01,2025-05-03,99.0,USD,Settled
TXN-10382,CUST-0033,PROD-01,2025-06-02,99.0,USD,Settled
TXN-10383,CUST-0033,PROD-01,2025-07-02,89.1,USD,Settled
TXN-10384,CUST-0033,PROD-01,2025-08-01,89.1,USD,Settled
TXN-10385,CUST-0033,PROD-01,2025-08-31,99.0,USD,Settled
TXN-10386,CUST-0033,PROD-01,2025-09-30,99.0,USD,Settled
TXN-10387,CUST-0034,PROD-01,2025-06-21,99.0,USD,Settled
TXN-10388,CUST-0034,PROD-01,2025-07-21,99.0,USD,Settled
TXN-10389,CUST-0034,PROD-01,2025-08-20,99.0,USD,Failed
TXN-10390,CUST-0034,PROD-01,2025-09-19,99.0,USD,Settled
TXN-10391,CUST-0034,PROD-01,2025-10-19,99.0,USD,Refunded
TXN-10392,CUST-0034,PROD-01,2025-11-18,99.0,USD,Settled
TXN-10393,CUST-0034,PROD-01,2025-12-18,89.1,USD,Settled
TXN-10394,CUST-0034,PROD-01,2026-01-17,99.0,USD,Refunded
TXN-10395,CUST-0034,PROD-01,2026-02-16,89.1,USD,Settled
TXN-10396,CUST-0034,PROD-01,2026-03-18,99.0,USD,Settled
TXN-10397,CUST-0034,PROD-01,2026-04-17,99.0,USD,Settled
TXN-10398,CUST-0034,PROD-01,2026-05-17,89.1,USD,Settled
TXN-10399,CUST-0034,PROD-01,2026-06-16,99.0,USD,Settled
TXN-10400,CUST-0034,PROD-01,2026-07-16,99.0,USD,Settled
TXN-10401,CUST-0035,PROD-02,2026-02-01,299.0,USD,Refunded
TXN-10402,CUST-0035,PROD-02,2026-03-03,299.0,USD,Settled
TXN-10403,CUST-0035,PROD-02,2026-04-02,269.1,USD,Settled
TXN-10404,CUST-0035,PROD-02,2026-05-02,299.0,USD,Settled
TXN-10405,CUST-0035,PROD-02,2026-06-01,299.0,USD,Settled
TXN-10406,CUST-0035,PROD-02,2026-07-01,299.0,USD,Settled
TXN-10407,CUST-0036,PROD-01,2025-07-03,99.0,USD,Settled
TXN-10408,CUST-0036,PROD-01,2025-08-02,99.0,USD,Settled
TXN-10409,CUST-0036,PROD-01,2025-09-01,99.0,USD,Settled
TXN-10410,CUST-0036,PROD-01,2025-10-01,99.0,USD,Settled
TXN-10411,CUST-0036,PROD-01,2025-10-31,99.0,USD,Settled
TXN-10412,CUST-0036,PROD-01,2025-11-30,99.0,USD,Settled
TXN-10413,CUST-0036,PROD-01,2025-12-30,99.0,USD,Settled
TXN-10414,CUST-0036,PROD-01,2026-01-29,99.0,USD,Settled
TXN-10415,CUST-0036,PROD-01,2026-02-28,99.0,USD,Settled
TXN-10416,CUST-0036,PROD-01,2026-03-30,99.0,USD,Settled
TXN-10417,CUST-0036,PROD-01,2026-04-29,89.1,USD,Settled
TXN-10418,CUST-0036,PROD-01,2026-05-29,99.0,USD,Settled
TXN-10419,CUST-0036,PROD-01,2026-06-28,99.0,USD,Settled
TXN-10420,CUST-0036,PROD-01,2026-07-28,99.0,USD,Settled
TXN-10421,CUST-0037,PROD-02,2025-10-27,299.0,USD,Refunded
TXN-10422,CUST-0037,PROD-02,2025-11-26,299.0,USD,Settled
TXN-10423,CUST-0037,PROD-02,2025-12-26,269.1,USD,Settled
TXN-10424,CUST-0037,PROD-02,2026-01-25,299.0,USD,Settled
TXN-10425,CUST-0037,PROD-02,2026-02-24,269.1,USD,Settled
TXN-10426,CUST-0037,PROD-02,2026-03-26,299.0,USD,Settled
TXN-10427,CUST-0037,PROD-02,2026-04-25,299.0,USD,Settled
TXN-10428,CUST-0037,PROD-02,2026-05-25,299.0,USD,Settled
TXN-10429,CUST-0037,PROD-02,2026-06-24,239.2,USD,Settled
TXN-10430,CUST-0037,PROD-02,2026-07-24,239.2,USD,Settled
TXN-10431,CUST-0038,PROD-01,2025-01-21,99.0,USD,Settled
TXN-10432,CUST-0038,PROD-01,2025-02-20,99.0,USD,Settled
TXN-10433,CUST-0038,PROD-01,2025-03-22,99.0,USD,Settled
TXN-10434,CUST-0038,PROD-01,2025-04-21,99.0,USD,Settled
TXN-10435,CUST-0038,PROD-01,2025-05-21,99.0,USD,Settled
TXN-10436,CUST-0038,PROD-01,2025-06-20,99.0,USD,Failed
TXN-10437,CUST-0038,PROD-01,2025-07-20,99.0,USD,Settled
TXN-10438,CUST-0038,PROD-01,2025-08-19,99.0,USD,Settled
TXN-10439,CUST-0038,PROD-01,2025-09-18,89.1,USD,Settled
TXN-10440,CUST-0038,PROD-01,2025-10-18,79.2,USD,Settled
TXN-10441,CUST-0038,PROD-01,2025-11-17,99.0,USD,Settled
TXN-10442,CUST-0039,PROD-03,2025-08-31,999.0,USD,Refunded
TXN-10443,CUST-0039,PROD-03,2025-09-30,999.0,USD,Settled
TXN-10444,CUST-0039,PROD-03,2025-10-30,999.0,USD,Settled
TXN-10445,CUST-0039,PROD-03,2025-11-29,999.0,USD,Settled
TXN-10446,CUST-0039,PROD-03,2025-12-29,999.0,USD,Settled
TXN-10447,CUST-0039,PROD-03,2026-01-28,999.0,USD,Settled
TXN-10448,CUST-0039,PROD-03,2026-02-27,999.0,USD,Settled
TXN-10449,CUST-0039,PROD-03,2026-03-29,999.0,USD,Settled
TXN-10450,CUST-0039,PROD-03,2026-04-28,999.0,USD,Settled
TXN-10451,CUST-0039,PROD-03,2026-05-28,999.0,USD,Settled
TXN-10452,CUST-0039,PROD-03,2026-06-27,999.0,USD,Settled
TXN-10453,CUST-0039,PROD-03,2026-07-27,899.1,USD,Settled
TXN-10454,CUST-0040,PROD-01,2025-09-19,99.0,USD,Settled
TXN-10455,CUST-0040,PROD-01,2025-10-19,99.0,USD,Settled
TXN-10456,CUST-0040,PROD-01,2025-11-18,99.0,USD,Settled
TXN-10457,CUST-0040,PROD-01,2025-12-18,79.2,USD,Settled
TXN-10458,CUST-0040,PROD-01,2026-01-17,99.0,USD,Settled
TXN-10459,CUST-0040,PROD-01,2026-02-16,99.0,USD,Settled
TXN-10460,CUST-0040,PROD-01,2026-03-18,99.0,USD,Settled
TXN-10461,CUST-0040,PROD-01,2026-04-17,99.0,USD,Failed
TXN-10462,CUST-0040,PROD-01,2026-05-17,79.2,USD,Settled
TXN-10463,CUST-0040,PROD-01,2026-06-16,99.0,USD,Settled
TXN-10464,CUST-0040,PROD-01,2026-07-16,99.0,USD,Settled
TXN-10465,CUST-0041,PROD-01,2025-07-30,99.0,USD,Settled
TXN-10466,CUST-0041,PROD-01,2025-08-29,99.0,USD,Settled
TXN-10467,CUST-0041,PROD-01,2025-09-28,99.0,USD,Settled
TXN-10468,CUST-0041,PROD-01,2025-10-28,99.0,USD,Settled
TXN-10469,CUST-0041,PROD-01,2025-11-27,99.0,USD,Settled
TXN-10470,CUST-0041,PROD-01,2025-12-27,99.0,USD,Settled
TXN-10471,CUST-0041,PROD-01,2026-01-26,89.1,USD,Settled
TXN-10472,CUST-0041,PROD-01,2026-02-25,89.1,USD,Settled
TXN-10473,CUST-0041,PROD-01,2026-03-27,79.2,USD,Settled
TXN-10474,CUST-0041,PROD-01,2026-04-26,89.1,USD,Settled
TXN-10475,CUST-0041,PROD-01,2026-05-26,99.0,USD,Settled
TXN-10476,CUST-0041,PROD-01,2026-06-25,89.1,USD,Settled
TXN-10477,CUST-0041,PROD-01,2026-07-25,99.0,USD,Settled
TXN-10478,CUST-0042,PROD-01,2024-10-09,99.0,USD,Settled
TXN-10479,CUST-0042,PROD-01,2024-11-08,79.2,USD,Settled
TXN-10480,CUST-0042,PROD-01,2024-12-08,99.0,USD,Settled
TXN-10481,CUST-0042,PROD-01,2025-01-07,79.2,USD,Settled
TXN-10482,CUST-0042,PROD-01,2025-02-06,99.0,USD,Settled
TXN-10483,CUST-0042,PROD-01,2025-03-08,89.1,USD,Settled
TXN-10484,CUST-0042,PROD-01,2025-04-07,99.0,USD,Settled
TXN-10485,CUST-0042,PROD-01,2025-05-07,99.0,USD,Settled
TXN-10486,CUST-0042,PROD-01,2025-06-06,99.0,USD,Settled
TXN-10487,CUST-0042,PROD-01,2025-07-06,99.0,USD,Settled
TXN-10488,CUST-0042,PROD-01,2025-08-05,89.1,USD,Settled
TXN-10489,CUST-0042,PROD-01,2025-09-04,99.0,USD,Settled
TXN-10490,CUST-0042,PROD-01,2025-10-04,99.0,USD,Settled
TXN-10491,CUST-0042,PROD-01,2025-11-03,99.0,USD,Settled
TXN-10492,CUST-0042,PROD-01,2025-12-03,99.0,USD,Settled
TXN-10493,CUST-0043,PROD-01,2025-06-12,99.0,USD,Settled
TXN-10494,CUST-0043,PROD-01,2025-07-12,99.0,USD,Settled
TXN-10495,CUST-0043,PROD-01,2025-08-11,99.0,USD,Settled
TXN-10496,CUST-0043,PROD-01,2025-09-10,99.0,USD,Settled
TXN-10497,CUST-0043,PROD-01,2025-10-10,99.0,USD,Settled
TXN-10498,CUST-0043,PROD-01,2025-11-09,99.0,USD,Settled
TXN-10499,CUST-0043,PROD-01,2025-12-09,99.0,USD,Settled
TXN-10500,CUST-0043,PROD-01,2026-01-08,99.0,USD,Settled
TXN-10501,CUST-0043,PROD-01,2026-02-07,99.0,USD,Settled
TXN-10502,CUST-0043,PROD-01,2026-03-09,89.1,USD,Settled
TXN-10503,CUST-0043,PROD-01,2026-04-08,99.0,USD,Settled
TXN-10504,CUST-0043,PROD-01,2026-05-08,99.0,USD,Settled
TXN-10505,CUST-0043,PROD-01,2026-06-07,99.0,USD,Settled
TXN-10506,CUST-0043,PROD-01,2026-07-07,99.0,USD,Settled
TXN-10507,CUST-0044,PROD-02,2024-09-13,299.0,USD,Settled
TXN-10508,CUST-0044,PROD-02,2024-10-13,269.1,USD,Settled
TXN-10509,CUST-0044,PROD-02,2024-11-12,299.0,USD,Settled
TXN-10510,CUST-0044,PROD-02,2024-12-12,269.1,USD,Settled
TXN-10511,CUST-0044,PROD-02,2025-01-11,269.1,USD,Settled
TXN-10512,CUST-0044,PROD-02,2025-02-10,299.0,USD,Settled
TXN-10513,CUST-0044,PROD-02,2025-03-12,239.2,USD,Settled
TXN-10514,CUST-0044,PROD-02,2025-04-11,269.1,USD,Settled
TXN-10515,CUST-0044,PROD-02,2025-05-11,299.0,USD,Settled
TXN-10516,CUST-0044,PROD-02,2025-06-10,299.0,USD,Settled
TXN-10517,CUST-0044,PROD-02,2025-07-10,299.0,USD,Settled
TXN-10518,CUST-0044,PROD-02,2025-08-09,299.0,USD,Settled
TXN-10519,CUST-0044,PROD-02,2025-09-08,299.0,USD,Settled
TXN-10520,CUST-0044,PROD-02,2025-10-08,299.0,USD,Settled
TXN-10521,CUST-0044,PROD-02,2025-11-07,299.0,USD,Settled
TXN-10522,CUST-0045,PROD-03,2025-02-06,999.0,USD,Settled
TXN-10523,CUST-0045,PROD-03,2025-03-08,999.0,USD,Settled
TXN-10524,CUST-0045,PROD-03,2025-04-07,999.0,USD,Settled
TXN-10525,CUST-0045,PROD-03,2025-05-07,899.1,USD,Settled
TXN-10526,CUST-0045,PROD-03,2025-06-06,899.1,USD,Settled
TXN-10527,CUST-0045,PROD-03,2025-07-06,899.1,USD,Settled
TXN-10528,CUST-0045,PROD-03,2025-08-05,999.0,USD,Settled
TXN-10529,CUST-0045,PROD-03,2025-09-04,999.0,USD,Settled
TXN-10530,CUST-0045,PROD-03,2025-10-04,999.0,USD,Settled
TXN-10531,CUST-0045,PROD-03,2025-11-03,899.1,USD,Settled
TXN-10532,CUST-0045,PROD-03,2025-12-03,999.0,USD,Settled
TXN-10533,CUST-0045,PROD-03,2026-01-02,999.0,USD,Settled
TXN-10534,CUST-0045,PROD-03,2026-02-01,999.0,USD,Settled
TXN-10535,CUST-0045,PROD-03,2026-03-03,999.0,USD,Settled
TXN-10536,CUST-0045,PROD-03,2026-04-02,999.0,USD,Refunded
TXN-10537,CUST-0045,PROD-03,2026-05-02,899.1,USD,Settled
TXN-10538,CUST-0045,PROD-03,2026-06-01,999.0,USD,Refunded
TXN-10539,CUST-0045,PROD-03,2026-07-01,999.0,USD,Settled
TXN-10540,CUST-0046,PROD-01,2025-06-20,99.0,USD,Settled
TXN-10541,CUST-0046,PROD-01,2025-07-20,99.0,USD,Settled
TXN-10542,CUST-0046,PROD-01,2025-08-19,99.0,USD,Settled
TXN-10543,CUST-0046,PROD-01,2025-09-18,89.1,USD,Settled
TXN-10544,CUST-0046,PROD-01,2025-10-18,99.0,USD,Settled
TXN-10545,CUST-0046,PROD-01,2025-11-17,99.0,USD,Settled
TXN-10546,CUST-0046,PROD-01,2025-12-17,89.1,USD,Settled
TXN-10547,CUST-0046,PROD-01,2026-01-16,99.0,USD,Settled
TXN-10548,CUST-0046,PROD-01,2026-02-15,99.0,USD,Settled
TXN-10549,CUST-0046,PROD-01,2026-03-17,99.0,USD,Settled
TXN-10550,CUST-0046,PROD-01,2026-04-16,99.0,USD,Settled
TXN-10551,CUST-0046,PROD-01,2026-05-16,79.2,USD,Settled
TXN-10552,CUST-0046,PROD-01,2026-06-15,79.2,USD,Settled
TXN-10553,CUST-0046,PROD-01,2026-07-15,99.0,USD,Settled
TXN-10554,CUST-0047,PROD-02,2025-07-07,299.0,USD,Settled
TXN-10555,CUST-0047,PROD-02,2025-08-06,299.0,USD,Settled
TXN-10556,CUST-0047,PROD-02,2025-09-05,299.0,USD,Settled
TXN-10557,CUST-0047,PROD-02,2025-10-05,299.0,USD,Settled
TXN-10558,CUST-0047,PROD-02,2025-11-04,299.0,USD,Settled
TXN-10559,CUST-0047,PROD-02,2025-12-04,299.0,USD,Settled
TXN-10560,CUST-0047,PROD-02,2026-01-03,299.0,USD,Settled
TXN-10561,CUST-0047,PROD-02,2026-02-02,269.1,USD,Settled
TXN-10562,CUST-0047,PROD-02,2026-03-04,299.0,USD,Settled
TXN-10563,CUST-0047,PROD-02,2026-04-03,269.1,USD,Settled
TXN-10564,CUST-0047,PROD-02,2026-05-03,299.0,USD,Settled
TXN-10565,CUST-0047,PROD-02,2026-06-02,239.2,USD,Settled
TXN-10566,CUST-0047,PROD-02,2026-07-02,299.0,USD,Settled
TXN-10567,CUST-0048,PROD-02,2024-10-08,299.0,USD,Settled
TXN-10568,CUST-0048,PROD-02,2024-11-07,299.0,USD,Settled
TXN-10569,CUST-0048,PROD-02,2024-12-07,299.0,USD,Settled
TXN-10570,CUST-0048,PROD-02,2025-01-06,299.0,USD,Settled
TXN-10571,CUST-0048,PROD-02,2025-02-05,269.1,USD,Settled
TXN-10572,CUST-0048,PROD-02,2025-03-07,299.0,USD,Settled
TXN-10573,CUST-0048,PROD-02,2025-04-06,299.0,USD,Settled
TXN-10574,CUST-0048,PROD-02,2025-05-06,299.0,USD,Settled
TXN-10575,CUST-0049,PROD-01,2025-01-10,99.0,USD,Settled
TXN-10576,CUST-0049,PROD-01,2025-02-09,99.0,USD,Refunded
TXN-10577,CUST-0050,PROD-02,2025-05-27,269.1,USD,Settled
TXN-10578,CUST-0050,PROD-02,2025-06-26,269.1,USD,Settled
TXN-10579,CUST-0050,PROD-02,2025-07-26,299.0,USD,Settled
TXN-10580,CUST-0050,PROD-02,2025-08-25,269.1,USD,Settled
TXN-10581,CUST-0050,PROD-02,2025-09-24,299.0,USD,Settled
TXN-10582,CUST-0050,PROD-02,2025-10-24,239.2,USD,Settled
TXN-10583,CUST-0050,PROD-02,2025-11-23,269.1,USD,Settled
TXN-10584,CUST-0050,PROD-02,2025-12-23,299.0,USD,Settled
TXN-10585,CUST-0050,PROD-02,2026-01-22,299.0,USD,Settled
TXN-10586,CUST-0051,PROD-02,2025-06-21,299.0,USD,Settled
TXN-10587,CUST-0051,PROD-02,2025-07-21,299.0,USD,Settled
TXN-10588,CUST-0051,PROD-02,2025-08-20,299.0,USD,Settled
TXN-10589,CUST-0051,PROD-02,2025-09-19,299.0,USD,Settled
TXN-10590,CUST-0051,PROD-02,2025-10-19,299.0,USD,Settled
TXN-10591,CUST-0051,PROD-02,2025-11-18,269.1,USD,Settled
TXN-10592,CUST-0051,PROD-02,2025-12-18,299.0,USD,Settled
TXN-10593,CUST-0051,PROD-02,2026-01-17,239.2,USD,Settled
TXN-10594,CUST-0051,PROD-02,2026-02-16,299.0,USD,Settled
TXN-10595,CUST-0051,PROD-02,2026-03-18,299.0,USD,Settled
TXN-10596,CUST-0051,PROD-02,2026-04-17,299.0,USD,Settled
TXN-10597,CUST-0051,PROD-02,2026-05-17,299.0,USD,Settled
TXN-10598,CUST-0051,PROD-02,2026-06-16,299.0,USD,Settled
TXN-10599,CUST-0051,PROD-02,2026-07-16,299.0,USD,Settled
TXN-10600,CUST-0052,PROD-01,2024-11-25,99.0,USD,Settled
TXN-10601,CUST-0052,PROD-01,2024-12-25,99.0,USD,Settled
TXN-10602,CUST-0053,PROD-02,2026-02-19,299.0,USD,Failed
TXN-10603,CUST-0053,PROD-02,2026-03-21,299.0,USD,Refunded
TXN-10604,CUST-0053,PROD-02,2026-04-20,299.0,USD,Settled
TXN-10605,CUST-0053,PROD-02,2026-05-20,299.0,USD,Settled
TXN-10606,CUST-0053,PROD-02,2026-06-19,299.0,USD,Settled
TXN-10607,CUST-0053,PROD-02,2026-07-19,299.0,USD,Settled
TXN-10608,CUST-0054,PROD-02,2025-08-22,299.0,USD,Settled
TXN-10609,CUST-0054,PROD-02,2025-09-21,299.0,USD,Settled
TXN-10610,CUST-0054,PROD-02,2025-10-21,299.0,USD,Settled
TXN-10611,CUST-0054,PROD-02,2025-11-20,299.0,USD,Settled
TXN-10612,CUST-0054,PROD-02,2025-12-20,299.0,USD,Settled
TXN-10613,CUST-0054,PROD-02,2026-01-19,299.0,USD,Settled
TXN-10614,CUST-0054,PROD-02,2026-02-18,299.0,USD,Settled
TXN-10615,CUST-0054,PROD-02,2026-03-20,239.2,USD,Settled
TXN-10616,CUST-0054,PROD-02,2026-04-19,299.0,USD,Settled
TXN-10617,CUST-0054,PROD-02,2026-05-19,299.0,USD,Settled
TXN-10618,CUST-0054,PROD-02,2026-06-18,299.0,USD,Settled
TXN-10619,CUST-0054,PROD-02,2026-07-18,299.0,USD,Settled
TXN-10620,CUST-0055,PROD-02,2024-09-19,299.0,USD,Settled
TXN-10621,CUST-0055,PROD-02,2024-10-19,299.0,USD,Refunded
TXN-10622,CUST-0055,PROD-02,2024-11-18,299.0,USD,Settled
TXN-10623,CUST-0055,PROD-02,2024-12-18,299.0,USD,Settled
TXN-10624,CUST-0055,PROD-02,2025-01-17,239.2,USD,Settled
TXN-10625,CUST-0055,PROD-02,2025-02-16,269.1,USD,Settled
TXN-10626,CUST-0055,PROD-02,2025-03-18,239.2,USD,Refunded
TXN-10627,CUST-0055,PROD-02,2025-04-17,299.0,USD,Settled
TXN-10628,CUST-0055,PROD-02,2025-05-17,299.0,USD,Settled
TXN-10629,CUST-0055,PROD-02,2025-06-16,299.0,USD,Settled
TXN-10630,CUST-0055,PROD-02,2025-07-16,299.0,USD,Settled
TXN-10631,CUST-0055,PROD-02,2025-08-15,299.0,USD,Refunded
TXN-10632,CUST-0055,PROD-02,2025-09-14,299.0,USD,Settled
TXN-10633,CUST-0055,PROD-02,2025-10-14,299.0,USD,Settled
TXN-10634,CUST-0055,PROD-02,2025-11-13,299.0,USD,Settled
TXN-10635,CUST-0055,PROD-02,2025-12-13,299.0,USD,Settled
TXN-10636,CUST-0055,PROD-02,2026-01-12,299.0,USD,Settled
TXN-10637,CUST-0055,PROD-02,2026-02-11,299.0,USD,Settled
TXN-10638,CUST-0055,PROD-02,2026-03-13,269.1,USD,Settled
TXN-10639,CUST-0055,PROD-02,2026-04-12,299.0,USD,Settled
TXN-10640,CUST-0055,PROD-02,2026-05-12,299.0,USD,Settled
TXN-10641,CUST-0055,PROD-02,2026-06-11,299.0,USD,Settled
TXN-10642,CUST-0055,PROD-02,2026-07-11,299.0,USD,Settled
TXN-10643,CUST-0056,PROD-02,2025-02-04,299.0,USD,Settled
TXN-10644,CUST-0056,PROD-02,2025-03-06,239.2,USD,Settled
TXN-10645,CUST-0057,PROD-01,2025-10-10,99.0,USD,Settled
TXN-10646,CUST-0057,PROD-01,2025-11-09,99.0,USD,Settled
TXN-10647,CUST-0057,PROD-01,2025-12-09,99.0,USD,Settled
TXN-10648,CUST-0057,PROD-01,2026-01-08,99.0,USD,Settled
TXN-10649,CUST-0058,PROD-01,2025-01-29,99.0,USD,Settled
TXN-10650,CUST-0058,PROD-01,2025-02-28,99.0,USD,Refunded
TXN-10651,CUST-0058,PROD-01,2025-03-30,99.0,USD,Settled
TXN-10652,CUST-0058,PROD-01,2025-04-29,99.0,USD,Settled
TXN-10653,CUST-0058,PROD-01,2025-05-29,99.0,USD,Settled
TXN-10654,CUST-0058,PROD-01,2025-06-28,89.1,USD,Settled
TXN-10655,CUST-0058,PROD-01,2025-07-28,99.0,USD,Settled
TXN-10656,CUST-0058,PROD-01,2025-08-27,79.2,USD,Settled
TXN-10657,CUST-0058,PROD-01,2025-09-26,99.0,USD,Settled
TXN-10658,CUST-0058,PROD-01,2025-10-26,99.0,USD,Settled
TXN-10659,CUST-0058,PROD-01,2025-11-25,99.0,USD,Settled
TXN-10660,CUST-0059,PROD-03,2025-07-18,999.0,USD,Settled
TXN-10661,CUST-0059,PROD-03,2025-08-17,999.0,USD,Settled
TXN-10662,CUST-0059,PROD-03,2025-09-16,999.0,USD,Settled
TXN-10663,CUST-0059,PROD-03,2025-10-16,999.0,USD,Settled
TXN-10664,CUST-0059,PROD-03,2025-11-15,999.0,USD,Settled
TXN-10665,CUST-0059,PROD-03,2025-12-15,899.1,USD,Settled
TXN-10666,CUST-0059,PROD-03,2026-01-14,999.0,USD,Settled
TXN-10667,CUST-0059,PROD-03,2026-02-13,999.0,USD,Settled
TXN-10668,CUST-0059,PROD-03,2026-03-15,899.1,USD,Settled
TXN-10669,CUST-0059,PROD-03,2026-04-14,999.0,USD,Settled
TXN-10670,CUST-0059,PROD-03,2026-05-14,999.0,USD,Settled
TXN-10671,CUST-0059,PROD-03,2026-06-13,999.0,USD,Settled
TXN-10672,CUST-0059,PROD-03,2026-07-13,999.0,USD,Settled
TXN-10673,CUST-0060,PROD-03,2025-07-18,999.0,USD,Settled
TXN-10674,CUST-0060,PROD-03,2025-08-17,799.2,USD,Settled
TXN-10675,CUST-0060,PROD-03,2025-09-16,999.0,USD,Settled
TXN-10676,CUST-0060,PROD-03,2025-10-16,999.0,USD,Settled
TXN-10677,CUST-0061,PROD-02,2025-08-24,299.0,USD,Settled
TXN-10678,CUST-0061,PROD-02,2025-09-23,299.0,USD,Settled
TXN-10679,CUST-0061,PROD-02,2025-10-23,299.0,USD,Settled
TXN-10680,CUST-0061,PROD-02,2025-11-22,299.0,USD,Settled
TXN-10681,CUST-0061,PROD-02,2025-12-22,299.0,USD,Settled
TXN-10682,CUST-0061,PROD-02,2026-01-21,299.0,USD,Settled
TXN-10683,CUST-0061,PROD-02,2026-02-20,299.0,USD,Settled
TXN-10684,CUST-0061,PROD-02,2026-03-22,299.0,USD,Settled
TXN-10685,CUST-0061,PROD-02,2026-04-21,299.0,USD,Settled
TXN-10686,CUST-0061,PROD-02,2026-05-21,299.0,USD,Settled
TXN-10687,CUST-0061,PROD-02,2026-06-20,299.0,USD,Settled
TXN-10688,CUST-0061,PROD-02,2026-07-20,299.0,USD,Failed
TXN-10689,CUST-0062,PROD-03,2026-06-10,999.0,USD,Settled
TXN-10690,CUST-0062,PROD-03,2026-07-10,799.2,USD,Settled
TXN-10691,CUST-0063,PROD-02,2026-05-06,269.1,USD,Settled
TXN-10692,CUST-0063,PROD-02,2026-06-05,299.0,USD,Settled
TXN-10693,CUST-0063,PROD-02,2026-07-05,299.0,USD,Settled
TXN-10694,CUST-0064,PROD-01,2024-08-03,99.0,USD,Settled
TXN-10695,CUST-0064,PROD-01,2024-09-02,99.0,USD,Settled
TXN-10696,CUST-0064,PROD-01,2024-10-02,99.0,USD,Settled
TXN-10697,CUST-0064,PROD-01,2024-11-01,79.2,USD,Settled
TXN-10698,CUST-0064,PROD-01,2024-12-01,79.2,USD,Settled
TXN-10699,CUST-0064,PROD-01,2024-12-31,79.2,USD,Settled
TXN-10700,CUST-0064,PROD-01,2025-01-30,89.1,USD,Settled
TXN-10701,CUST-0064,PROD-01,2025-03-01,89.1,USD,Settled
TXN-10702,CUST-0064,PROD-01,2025-03-31,99.0,USD,Settled
TXN-10703,CUST-0064,PROD-01,2025-04-30,99.0,USD,Settled
TXN-10704,CUST-0064,PROD-01,2025-05-30,89.1,USD,Settled
TXN-10705,CUST-0064,PROD-01,2025-06-29,99.0,USD,Settled
TXN-10706,CUST-0064,PROD-01,2025-07-29,79.2,USD,Settled
TXN-10707,CUST-0065,PROD-02,2025-02-18,299.0,USD,Settled
TXN-10708,CUST-0065,PROD-02,2025-03-20,299.0,USD,Settled
TXN-10709,CUST-0065,PROD-02,2025-04-19,299.0,USD,Settled
TXN-10710,CUST-0065,PROD-02,2025-05-19,299.0,USD,Settled
TXN-10711,CUST-0065,PROD-02,2025-06-18,269.1,USD,Settled
TXN-10712,CUST-0065,PROD-02,2025-07-18,299.0,USD,Settled
TXN-10713,CUST-0065,PROD-02,2025-08-17,299.0,USD,Settled
TXN-10714,CUST-0065,PROD-02,2025-09-16,299.0,USD,Settled
TXN-10715,CUST-0065,PROD-02,2025-10-16,269.1,USD,Settled
TXN-10716,CUST-0066,PROD-02,2024-11-25,239.2,USD,Settled
TXN-10717,CUST-0066,PROD-02,2024-12-25,299.0,USD,Settled
TXN-10718,CUST-0066,PROD-02,2025-01-24,269.1,USD,Settled
TXN-10719,CUST-0066,PROD-02,2025-02-23,299.0,USD,Settled
TXN-10720,CUST-0066,PROD-02,2025-03-25,299.0,USD,Settled
TXN-10721,CUST-0066,PROD-02,2025-04-24,299.0,USD,Settled
TXN-10722,CUST-0066,PROD-02,2025-05-24,299.0,USD,Settled
TXN-10723,CUST-0066,PROD-02,2025-06-23,299.0,USD,Settled
TXN-10724,CUST-0066,PROD-02,2025-07-23,299.0,USD,Settled
TXN-10725,CUST-0066,PROD-02,2025-08-22,239.2,USD,Settled
TXN-10726,CUST-0066,PROD-02,2025-09-21,299.0,USD,Settled
TXN-10727,CUST-0066,PROD-02,2025-10-21,299.0,USD,Settled
TXN-10728,CUST-0066,PROD-02,2025-11-20,299.0,USD,Settled
TXN-10729,CUST-0066,PROD-02,2025-12-20,299.0,USD,Failed
TXN-10730,CUST-0066,PROD-02,2026-01-19,299.0,USD,Settled
TXN-10731,CUST-0066,PROD-02,2026-02-18,299.0,USD,Settled
TXN-10732,CUST-0066,PROD-02,2026-03-20,299.0,USD,Settled
TXN-10733,CUST-0066,PROD-02,2026-04-19,269.1,USD,Settled
